-3.494316546885720243e+00,8.200971701063620500e+00
-2.805335667639221597e-01,-2.719864874780497654e+00
-4.662291280317922393e+00,6.186489227012634373e+00
6.437564373848501553e+00,-7.680180880933036747e+00
-5.631099100283876169e+00,-5.730349697481006643e+00
-2.892999032382351565e+00,7.851777495773165860e+00
1.291721358106499373e+01,-1.003414133715916812e+00
-6.025350062585272504e+00,-7.098956580155753926e+00
1.254404094686598903e+01,6.906787843121388326e-02
-2.910238578429916068e+00,-7.939126413316491160e+00
4.892139722687061543e+00,8.515015493803087532e-01
1.103436005157418620e+01,7.826055152845063922e-01
-2.484061124929833886e-01,8.948856539267286081e+00
5.680488285910491264e+00,3.659462888101367550e+00
-5.272958879246806063e+00,4.073842910488123970e+00
-4.639149288583405806e+00,-7.524016227236775656e+00
-5.683517381057974660e+00,-9.500598434260920655e+00
-6.214797681368048110e+00,2.499599465001703713e+00
1.350125272755531847e-01,-1.011585887140365791e+00
-5.685161978828556784e+00,7.083917959216824656e+00
